Country,Dish,Ingredients,Quantities,Facets,Description
Vietnam,Phở Bò,Beef bone broth; Beef brisket; Rice noodles; Star anise; Cinnamon; Cloves; Ginger; Onion; Fish sauce; Bean sprouts,2L; 500g; 400g; 3; 1 stick; 3; 50g; 1; 3 tbsp; 100g,BEEF; MAIN; PASTA; SOUPS,Vietnam's iconic fragrant beef noodle soup simmered with star anise and cinnamon.
Vietnam,Bánh Mì,Baguette; Pork pâté; Char siu pork; Pickled carrot and daikon; Cucumber; Cilantro; Jalapeño; Mayonnaise; Soy sauce; Maggi seasoning,1; 100g; 200g; 100g; 1; 1/4 cup; 1; 2 tbsp; 1 tbsp; 1 tbsp,BREADS; MAIN; PORK,"Vietnamese baguette sandwich layered with pate, pork, pickled daikon and herbs."
Vietnam,Bún Bò Huế,Beef shank; Lemongrass; Shrimp paste; Chili; Rice noodles; Onion; Fish sauce; Pork blood; Star anise; Cilantro,1kg; 2 stalks; 2 tbsp; 3; 400g; 1; 3 tbsp; 100g; 2; 1/4 cup,BEEF; MAIN; PASTA; PORK; SOUPS,Central Vietnamese spicy beef and pork lemongrass noodle soup.
Vietnam,Gỏi Cuốn,Rice paper; Shrimp; Pork; Rice vermicelli; Lettuce; Bean sprouts; Mint; Cilantro; Hoisin sauce; Peanut sauce,12; 200g; 200g; 200g; 1 head; 100g; 1/2 cup; 1/2 cup; 100ml; 100ml,PORK; RAW; STARTERS,Vietnamese fresh spring rolls of shrimp and pork in rice paper with mint.
Vietnam,Cơm Tấm,Broken rice; Grilled pork chop; Shredded pork skin; Steamed egg meatloaf; Pickled vegetables; Fish sauce; Scallion oil; Garlic; Sugar; Lime,400g; 2; 100g; 200g; 100g; 3 tbsp; 2 tbsp; 3 cloves; 1 tbsp; 1,GRILLED; MAIN; PORK; RICE,"Broken rice from Saigon served with grilled pork chop, shredded pork skin and egg."
Vietnam,Chả Cá Lã Vọng,Catfish; Turmeric; Dill; Galangal; Shrimp paste; Scallions; Rice noodles; Peanuts; Fish sauce; Rice wine,500g; 1 tsp; 1 bunch; 1 tsp; 1 tbsp; 3; 400g; 50g; 2 tbsp; 2 tbsp,GRILLED; LEAN_FISH; MAIN,Hanoi's famous turmeric fish dish fried with dill and scallion.
Yemen,Salta,Lamb; Fenugreek foam; Tomatoes; Onion; Garlic; Potato; Leek; Chili; Salt; Hulba sauce,500g; 200ml; 2; 1; 3 cloves; 2; 1; 1; 1 tsp; 100ml,LAMB; MAIN; SOUPS,Yemen's national stew of meat broth and fenugreek froth eaten with flatbread.
Yemen,Fahsa,Lamb; Garlic; Ginger; Tomatoes; Onion; Cumin; Coriander; Chili; Salt; Water,1kg; 4 cloves; 1 tbsp; 3; 1; 1 tsp; 1 tsp; 1; 1 tsp; 1.5L,LAMB; MAIN; SOUPS,A thick Yemeni lamb stew served in a stone pot.
Yemen,Bint al-Sahn,Flour; Honey; Eggs; Butter; Yeast; Salt; Sesame seeds; Cardamom; Black cumin; Sugar,400g; 200ml; 3; 150g; 1 tsp; 1/2 tsp; 2 tbsp; 1/2 tsp; 1 tsp; 50g,BREADS; DESSERTS; VEGETARIAN,Yemeni honey cake of layered thin pastry sheets drenched in honey and butter.
Zambia,Nshima,White maize flour; Water; Salt,500g; 1L; 1 tsp,SIDES; VEGAN; VEGETARIAN,"Zambia's thick maize meal porridge eaten with relish, meat or vegetables."
Zambia,Ifisashi,Greens; Peanut butter; Onion; Tomatoes; Oil; Salt; Chili pepper,400g; 200g; 1; 2; 3 tbsp; 1 tsp; 1,MAIN; VEGETARIAN,A Zambian peanut and greens stew cooked with groundnut paste.
Zambia,Braised Beef,Beef; Onion; Tomatoes; Garlic; Ginger; Oil; Salt; Black pepper; Chili; Water,500g; 1; 2; 3 cloves; 1 tsp; 100ml; 1 tsp; 1/2 tsp; 1; 500ml,BEEF; MAIN; SOUPS,"Slow-cooked tender beef in a vegetable broth, a hearty and affordable meal."
Zimbabwe,Sadza,White maize meal; Water; Salt,500g; 1L; 1 tsp,SIDES; VEGAN; VEGETARIAN,"Zimbabwe's firm maize meal porridge, eaten daily with relish."
Zimbabwe,Muriwo une Dovi,Greens/Kale; Peanut butter; Tomatoes; Onion; Garlic; Oil; Salt; Chili,500g; 200g; 2; 1; 2 cloves; 3 tbsp; 1 tsp; 1,MAIN; VEGETARIAN,A Zimbabwean leafy greens stew cooked with peanut butter sauce.
Zimbabwe,Nyama Choma,Beef; Salt; Garlic; Ginger; Lemon juice; Oil; Paprika; Black pepper,1kg; 1 tsp; 3 cloves; 1 tsp; 2 tbsp; 2 tbsp; 1 tsp; 1/2 tsp,BEEF; GRILLED; MAIN,"Grilled or roasted meat over charcoal, enjoyed at social gatherings."
Belgium,Filet Américain,Beef sirloin; Mayonnaise; Capers; Shallots; Worcestershire sauce; Mustard; Salt; Black pepper,500g; 100g; 2 tbsp; 2; 1 tsp; 1 tsp; 1 tsp; 1/2 tsp,BEEF; MAIN; RAW; STARTERS,"Belgian raw ground beef seasoned with mayonnaise, pickles and capers, eaten as a spread."
France,Crème Brûlée,Custard; Brown sugar; Vanilla,1 batch; 50g; 1 tsp,DESSERTS; VEGETARIAN,A classic French dessert of rich vanilla custard topped with a crackable caramelised sugar crust.
France,Profiteroles,Choux Pastry; Custard; Heavy cream; Sugar,1 batch; 1 batch; 100ml; 50g,DESSERTS; VEGETARIAN,Light French choux pastry puffs filled with vanilla cream and drizzled with warm chocolate sauce.
France,Sole Meunière,Sole fillet; Tartare Sauce; Butter; Flour; Lemon juice; Parsley; Salt; Black pepper,4; 100ml; 50g; 100g; 1 tbsp; 2 tbsp; 1 tsp; 1/2 tsp,LEAN_FISH; MAIN,"Butter-fried sole dusted in flour and finished with lemon and parsley, a refined French classic."
France,Steak au Poivre,Beef steak; Demi-Glace; Black peppercorns; Heavy cream; Butter; Shallots; Salt,4; 200ml; 3 tbsp; 100ml; 30g; 2; 1 tsp,BEEF; MAIN,A French steakhouse classic of pan-seared beef with a peppercorn and cognac cream sauce.
Japan,Yakitori,Chicken; Teriyaki Sauce; Scallions; Salt; Oil,500g; 200ml; 3; 1 tsp; 2 tbsp,GRILLED; MAIN; POULTRY,Japanese grilled chicken skewers glazed with a sweet soy tare sauce.
Japan,Teriyaki Salmon,Salmon; Teriyaki Sauce; Sesame seeds; Ginger; Scallions,4; 200ml; 1 tbsp; 1 tsp; 2,FAT_FISH; GRILLED; MAIN,Japanese salmon fillet glazed with teriyaki sauce and pan-seared until caramelised.
Spain,Crema Catalana,Custard; Brown sugar; Cinnamon; Lemon juice,1 batch; 50g; 1/2 tsp; 1 tbsp,DESSERTS; VEGETARIAN,Spain's Catalan custard beneath a caramelised sugar crust.
United Kingdom,Lemon Tart,Shortcrust Pastry; Egg yolks; Sugar; Lemon juice; Butter; Heavy cream,1 batch; 4; 150g; 150ml; 100g; 50ml,DESSERTS; VEGETARIAN,"A classic dessert of crisp pastry filled with a smooth, intensely lemony custard."
